Timestamp,Device_Type,Malware_Detection,Phishing_Attempts,Social_Media_Usage,VPN_Usage,Cyberbullying_Reports,Parental_Control_Alerts,Firewall_Logs,Login_Attempts,Download_Risk,Password_Strength,Data_Breach_Notifications,Online_Purchase_Risk,Education_Content_Usage,Age_Group,Geolocation,Public_Network_Usage,Network_Type,Hours_Online,Website_Visits,Peer_Interactions,Risky_Website_Visits,Cloud_Service_Usage,Unencrypted_Traffic,Ad_Clicks,Insecure_Login_Attempts,E_Safety_Awareness_Score,Malware_Exposure_Risk,Cybersecurity_Behavior_Category,Year,Month,Hour,DayOfWeek,Hours_Online_capped,Firewall_Logs_extreme,Password_Strength_enc,Social_Media_Usage_enc,Peer_Interactions_enc,E_Safety_Awareness_Score_enc,Education_Content_Usage_enc,Cybersecurity_Behavior_enc,Is_Minor
2017-01-01 15:00:00,Mobile,0,0,Low,0,0,1,4,1,1,Weak,0,0,None,17-19,US,1,Other,1.6343728,5,Low,0,0,0,0,0,High,0,Neutral,2017,1,15,Sunday,1.6343728,0,0,0,0,2,0,1,0
2017-01-01 16:00:00,Mobile,0,2,Low,0,0,0,5,3,0,Weak,0,0,High,13-16,US,1,WiFi,1.1081098,1,Low,0,1,1,0,0,Low,0,Safe,2017,1,16,Sunday,1.1081098,0,0,0,0,0,2,0,0
2017-01-01 17:00:00,Mobile,0,0,Low,0,0,0,3,1,0,Moderate,0,0,None,17-19,US,0,WiFi,0.529056,7,Low,0,0,1,0,0,High,0,Neutral,2017,1,17,Sunday,0.529056,0,1,0,0,2,0,1,0
2017-01-01 18:00:00,Mobile,0,1,Low,0,0,0,3,1,0,Weak,0,0,None,13-16,ASIA,0,Cellular,0.6917681,1,Medium,0,0,0,0,0,High,0,Safe,2017,1,18,Sunday,0.6917681,0,0,0,1,2,0,0,0
2017-01-01 19:00:00,Mobile,0,1,Low,1,0,0,1,2,0,Weak,0,0,None,17-19,ASIA,0,Cellular,6.498178,4,Low,0,0,0,0,0,Low,0,Safe,2017,1,19,Sunday,6.498178,0,0,0,0,0,0,0,0
2017-01-01 20:00:00,Mobile,0,0,Low,0,0,0,1,2,0,Weak,0,0,None,13-16,US,0,WiFi,0.5439239,3,Low,0,0,0,0,0,Moderate,1,Safe,2017,1,20,Sunday,0.5439239,0,0,0,0,1,0,0,0
2017-01-01 21:00:00,Mobile,0,0,Medium,0,0,0,0,5,0,Weak,0,0,High,13-16,US,0,Cellular,1.409131,3,Low,0,0,0,0,0,High,1,Neutral,2017,1,21,Sunday,1.409131,0,0,1,0,2,2,1,0
2017-01-01 22:00:00,Mobile,0,0,Low,0,0,0,0,1,0,Moderate,0,0,None,13-16,US,0,Cellular,1.0583266,3,Medium,0,0,1,0,0,Moderate,0,Risky,2017,1,22,Sunday,1.0583266,0,1,0,1,1,0,2,0
2017-01-01 23:00:00,Mobile,0,0,Low,0,0,0,2,1,0,Weak,0,0,None,17-19,US,0,WiFi,2.2967744,3,Low,0,0,0,0,0,Moderate,0,Safe,2017,1,23,Sunday,2.2967744,0,0,0,0,1,0,0,0
2017-01-02 00:00:00,Mobile,0,0,Low,0,0,0,3,2,0,Weak,0,0,None,17-19,US,0,WiFi,0.5164426,3,High,0,0,0,0,1,Low,1,Safe,2017,1,0,Monday,0.5164426,0,0,0,2,0,0,0,0
2017-01-02 01:00:00,Laptop,0,0,Medium,0,0,0,4,5,1,Strong,0,0,None,17-19,US,1,WiFi,0.30459523,2,Low,0,0,0,0,0,High,1,Neutral,2017,1,1,Monday,0.30459523,0,2,1,0,2,0,1,0
2017-01-02 02:00:00,Mobile,0,0,Medium,0,0,0,1,1,0,Weak,0,0,None,13-16,US,0,Cellular,0.64841294,5,Low,0,0,0,0,0,High,0,Neutral,2017,1,2,Monday,0.64841294,0,0,1,0,2,0,1,0
2017-01-02 03:00:00,Mobile,0,0,Low,0,0,0,0,1,0,Weak,0,0,Low,13-16,US,0,WiFi,3.2742996,5,Low,0,0,0,0,0,Moderate,0,Neutral,2017,1,3,Monday,3.2742996,0,0,0,0,1,1,1,0
2017-01-02 04:00:00,Mobile,0,1,Low,1,0,0,1,1,0,Weak,0,0,High,13-16,US,1,WiFi,0.15928924,4,High,0,0,0,0,0,Low,1,Safe,2017,1,4,Monday,0.15928924,0,0,0,2,0,2,0,0
2017-01-02 05:00:00,Mobile,0,0,Low,0,0,0,1,1,0,Weak,0,0,None,13-16,EU,0,Other,0.48599994,5,Low,0,0,0,0,0,Low,0,Safe,2017,1,5,Monday,0.48599994,0,0,0,0,0,0,0,0
2017-01-02 06:00:00,Mobile,0,0,Low,0,0,0,5,1,0,Strong,0,0,None,13-16,US,0,Ethernet,1.5390216,1,Low,0,0,1,0,0,Low,0,Neutral,2017,1,6,Monday,1.5390216,0,2,0,0,0,0,1,0
2017-01-02 07:00:00,Mobile,0,0,High,0,0,0,1,1,0,Weak,0,0,None,13-16,EU,0,Other,5.1112633,5,Low,0,0,1,0,0,Low,0,Risky,2017,1,7,Monday,5.1112633,0,0,2,0,0,0,2,0
2017-01-02 08:00:00,Mobile,0,0,Low,0,0,0,0,1,0,Weak,0,0,Low,13-16,EU,0,Ethernet,0.31388083,1,Low,0,0,0,0,1,High,1,Safe,2017,1,8,Monday,0.31388083,0,0,0,0,2,1,0,0
2017-01-02 09:00:00,Desktop,0,0,Low,0,0,0,5,1,1,Weak,0,0,Low,13-16,Other,0,Other,2.4362907,2,Low,0,0,0,0,0,Low,0,Neutral,2017,1,9,Monday,2.4362907,0,0,0,0,0,1,1,0
2017-01-02 10:00:00,Desktop,0,0,Low,0,0,0,1,3,1,Weak,0,0,None,13-16,US,0,Ethernet,1.3413255,4,Low,1,0,0,0,0,Low,1,Neutral,2017,1,10,Monday,1.3413255,0,0,0,0,0,0,1,0
2017-01-02 11:00:00,Tablet,0,1,Medium,1,0,0,3,5,0,Weak,0,0,Low,13-16,US,0,Cellular,1.4355999,4,Low,0,0,0,1,0,Moderate,1,Safe,2017,1,11,Monday,1.4355999,0,0,1,0,1,1,0,0
2017-01-02 12:00:00,Mobile,0,0,Medium,0,0,0,1,2,1,Weak,0,0,High,17-19,US,1,WiFi,0.52036434,4,Low,0,0,0,0,0,Low,0,Safe,2017,1,12,Monday,0.52036434,0,0,1,0,0,2,0,0
2017-01-02 13:00:00,Mobile,0,0,High,0,0,0,0,2,0,Weak,0,0,Low,13-16,US,0,WiFi,3.122955,2,Low,0,1,0,1,0,Moderate,0,Neutral,2017,1,13,Monday,3.122955,0,0,2,0,1,1,1,0
2017-01-02 14:00:00,Mobile,0,0,Low,0,0,0,1,2,0,Weak,0,0,High,13-16,US,1,WiFi,1.5663171,2,Low,0,0,1,0,0,Low,0,Safe,2017,1,14,Monday,1.5663171,0,0,0,0,0,2,0,0
2017-01-02 15:00:00,Mobile,0,1,High,0,0,0,0,1,0,Weak,0,0,High,13-16,EU,0,Cellular,3.5511408,0,High,0,0,0,1,0,Low,1,Neutral,2017,1,15,Monday,3.5511408,0,0,2,2,0,2,1,0
2017-01-02 16:00:00,Mobile,0,0,Low,0,0,1,2,1,0,Weak,0,0,None,<13,EU,0,WiFi,0.32581982,3,Low,0,0,0,0,0,Moderate,1,Safe,2017,1,16,Monday,0.32581982,0,0,0,0,1,0,0,1
2017-01-02 17:00:00,Mobile,1,0,Low,0,0,0,0,2,0,Weak,0,1,None,13-16,US,1,WiFi,0.58672154,4,Low,0,0,0,0,0,Low,0,Safe,2017,1,17,Monday,0.58672154,0,0,0,0,0,0,0,0
2017-01-02 18:00:00,Mobile,0,0,Medium,0,0,0,6,1,0,Weak,0,0,None,13-16,EU,0,WiFi,1.2646439,0,Low,0,0,0,0,0,Low,0,Neutral,2017,1,18,Monday,1.2646439,0,0,1,0,0,0,1,0
2017-01-02 19:00:00,Desktop,0,0,Medium,0,0,0,2,1,1,Weak,0,0,Low,13-16,US,0,WiFi,6.25735,4,Low,0,0,0,0,0,Low,0,Risky,2017,1,19,Monday,6.25735,0,0,1,0,0,1,2,0
2017-01-02 20:00:00,Mobile,1,1,Low,1,0,0,0,5,0,Moderate,0,0,None,13-16,US,0,WiFi,1.954017,1,Low,0,0,0,0,0,Low,0,Safe,2017,1,20,Monday,1.954017,0,1,0,0,0,0,0,0
2017-01-02 21:00:00,Mobile,0,0,Medium,0,0,0,4,1,0,Weak,0,0,None,13-16,US,0,WiFi,4.9638114,2,Low,0,0,1,1,0,Moderate,1,Safe,2017,1,21,Monday,4.9638114,0,0,1,0,1,0,0,0
2017-01-02 22:00:00,Mobile,0,1,Low,0,0,0,7,3,0,Weak,0,0,None,17-19,US,0,WiFi,1.4233348,0,Low,0,0,0,0,0,Moderate,0,Neutral,2017,1,22,Monday,1.4233348,0,0,0,0,1,0,1,0
2017-01-02 23:00:00,Mobile,0,0,Low,0,0,0,1,2,0,Weak,0,0,None,13-16,US,0,WiFi,1.2281156,0,Low,0,0,0,0,0,Low,1,Safe,2017,1,23,Monday,1.2281156,0,0,0,0,0,0,0,0
2017-01-03 00:00:00,Mobile,1,0,Low,0,0,0,1,1,0,Weak,0,0,None,13-16,ASIA,0,WiFi,1.2685443,4,Low,0,0,0,0,0,Low,0,Safe,2017,1,0,Tuesday,1.2685443,0,0,0,0,0,0,0,0
2017-01-03 01:00:00,Mobile,0,0,Low,1,0,0,2,2,0,Weak,0,0,None,13-16,US,0,WiFi,0.9000763,6,Low,1,1,0,0,0,High,0,Safe,2017,1,1,Tuesday,0.9000763,0,0,0,0,2,0,0,0
2017-01-03 02:00:00,Desktop,0,0,Low,0,0,0,4,2,0,Weak,0,0,None,13-16,US,0,Cellular,1.0865055,6,Low,0,0,0,0,0,Low,0,Neutral,2017,1,2,Tuesday,1.0865055,0,0,0,0,0,0,1,0
2017-01-03 03:00:00,Laptop,0,0,Medium,0,0,0,0,1,0,Weak,0,0,None,<13,US,0,WiFi,0.115477,4,Low,0,0,0,0,0,Low,1,Neutral,2017,1,3,Tuesday,0.115477,0,0,1,0,0,0,1,1
2017-01-03 04:00:00,Desktop,0,1,Low,1,0,0,3,5,0,Weak,0,0,None,13-16,Other,0,Cellular,1.5421795,2,Low,0,0,0,1,0,Low,1,Safe,2017,1,4,Tuesday,1.5421795,0,0,0,0,0,0,0,0
2017-01-03 05:00:00,Tablet,0,0,Low,0,0,0,3,1,0,Moderate,0,0,None,17-19,EU,0,WiFi,0.15095514,7,Low,1,0,0,1,0,Moderate,0,Neutral,2017,1,5,Tuesday,0.15095514,0,1,0,0,1,0,1,0
2017-01-03 06:00:00,Mobile,0,0,Low,0,0,0,5,3,0,Weak,0,0,High,<13,US,1,WiFi,2.2378247,2,Low,0,1,0,0,0,High,0,Neutral,2017,1,6,Tuesday,2.2378247,0,0,0,0,2,2,1,1
2017-01-03 07:00:00,Desktop,0,2,Low,0,0,0,5,1,0,Weak,0,0,None,13-16,US,0,Ethernet,0.92993885,5,Low,0,0,0,1,0,High,1,Safe,2017,1,7,Tuesday,0.92993885,0,0,0,0,2,0,0,0
2017-01-03 08:00:00,Mobile,0,0,Medium,0,0,0,3,2,0,Weak,0,0,None,13-16,ASIA,0,Ethernet,1.698968,2,Medium,0,0,0,0,0,High,1,Risky,2017,1,8,Tuesday,1.698968,0,0,1,1,2,0,2,0
2017-01-03 09:00:00,Mobile,0,0,Low,0,0,0,2,2,0,Weak,0,0,None,13-16,US,0,WiFi,0.80164385,0,Low,0,0,0,1,0,Low,1,Safe,2017,1,9,Tuesday,0.80164385,0,0,0,0,0,0,0,0
2017-01-03 10:00:00,Mobile,0,0,Low,0,0,0,3,5,0,Weak,0,0,None,17-19,ASIA,1,WiFi,2.9644008,2,Low,0,0,0,1,0,Moderate,0,Safe,2017,1,10,Tuesday,2.9644008,0,0,0,0,1,0,0,0
2017-01-03 11:00:00,Mobile,0,0,High,0,0,1,3,1,0,Weak,0,0,None,13-16,US,0,Ethernet,0.015883215,4,Low,0,1,0,0,1,Low,1,Safe,2017,1,11,Tuesday,0.015883215,0,0,2,0,0,0,0,0
2017-01-03 12:00:00,Mobile,1,0,Medium,0,0,1,1,1,1,Weak,0,0,None,<13,US,1,Cellular,0.2985265,4,High,0,0,0,1,0,High,1,Safe,2017,1,12,Tuesday,0.2985265,0,0,1,2,2,0,0,1
2017-01-03 13:00:00,Mobile,0,0,Low,0,0,0,0,1,0,Weak,0,0,None,13-16,EU,0,Cellular,3.7133052,2,Low,0,0,0,0,0,Low,0,Neutral,2017,1,13,Tuesday,3.7133052,0,0,0,0,0,0,1,0
2017-01-03 14:00:00,Tablet,0,3,High,0,0,0,3,1,0,Weak,0,0,Low,<13,US,1,WiFi,0.33634302,4,Low,0,0,0,0,0,Low,1,Neutral,2017,1,14,Tuesday,0.33634302,0,0,2,0,0,1,1,1
2017-01-03 15:00:00,Mobile,0,0,Low,0,0,0,3,4,0,Moderate,0,0,None,17-19,EU,0,WiFi,7.6498904,3,Low,0,0,0,1,0,High,1,Neutral,2017,1,15,Tuesday,7.6498904,0,1,0,0,2,0,1,0
2017-01-03 16:00:00,Mobile,0,0,Low,0,0,0,3,3,0,Weak,0,0,None,13-16,EU,0,WiFi,3.737719,3,Low,0,1,0,0,0,Low,0,Safe,2017,1,16,Tuesday,3.737719,0,0,0,0,0,0,0,0
2017-01-03 17:00:00,Mobile,0,0,Low,0,0,1,1,1,0,Weak,0,0,None,17-19,US,0,Cellular,2.8547487,0,Low,0,0,0,1,0,Low,0,Neutral,2017,1,17,Tuesday,2.8547487,0,0,0,0,0,0,1,0
2017-01-03 18:00:00,Mobile,0,0,Low,1,0,0,0,1,0,Weak,0,0,Low,13-16,US,0,WiFi,0.3422955,2,Low,0,0,0,0,0,Moderate,0,Risky,2017,1,18,Tuesday,0.3422955,0,0,0,0,1,1,2,0
2017-01-03 19:00:00,Tablet,0,0,Low,0,0,1,3,1,0,Weak,0,0,None,17-19,US,0,WiFi,0.96168935,3,Low,0,0,0,0,0,Low,1,Safe,2017,1,19,Tuesday,0.96168935,0,0,0,0,0,0,0,0
2017-01-03 20:00:00,Mobile,0,0,Low,0,0,0,1,1,0,Weak,0,0,Low,13-16,Other,0,Cellular,1.94555,3,Low,0,0,0,0,0,Moderate,1,Neutral,2017,1,20,Tuesday,1.94555,0,0,0,0,1,1,1,0
2017-01-03 21:00:00,Desktop,0,0,Low,0,0,0,2,2,0,Weak,0,0,None,13-16,EU,1,WiFi,3.4181304,1,Low,0,0,0,0,0,Low,0,Neutral,2017,1,21,Tuesday,3.4181304,0,0,0,0,0,0,1,0
2017-01-03 22:00:00,Laptop,0,1,Medium,0,0,0,2,1,0,Weak,0,0,None,<13,US,0,WiFi,2.0783663,4,Low,0,0,0,0,0,Moderate,0,Safe,2017,1,22,Tuesday,2.0783663,0,0,1,0,1,0,0,1
2017-01-03 23:00:00,Mobile,0,0,Low,0,1,0,4,1,0,Weak,0,0,None,17-19,US,0,Other,1.4317728,3,Low,0,0,0,0,0,High,1,Neutral,2017,1,23,Tuesday,1.4317728,0,0,0,0,2,0,1,0
2017-01-04 00:00:00,Mobile,0,0,Low,0,0,0,2,1,0,Strong,0,0,Low,17-19,US,0,WiFi,0.4701337,5,Low,0,0,0,0,0,Low,0,Safe,2017,1,0,Wednesday,0.4701337,0,2,0,0,0,1,0,0
2017-01-04 01:00:00,Tablet,0,1,Medium,0,0,0,1,1,0,Weak,0,0,Low,13-16,EU,1,WiFi,2.173005,1,Low,0,0,0,0,0,Moderate,0,Safe,2017,1,1,Wednesday,2.173005,0,0,1,0,1,1,0,0
2017-01-04 02:00:00,Laptop,0,1,Medium,0,0,0,2,1,1,Weak,0,0,None,<13,US,0,WiFi,0.40720862,0,Medium,0,0,0,0,0,High,0,Neutral,2017,1,2,Wednesday,0.40720862,0,0,1,1,2,0,1,1
2017-01-04 03:00:00,Laptop,0,1,Medium,0,0,0,5,3,0,Weak,0,0,High,13-16,US,0,Cellular,3.6761153,1,Low,0,0,0,0,0,Moderate,0,Safe,2017,1,3,Wednesday,3.6761153,0,0,1,0,1,2,0,0
2017-01-04 04:00:00,Laptop,0,0,Low,0,0,0,3,2,0,Moderate,0,1,None,13-16,EU,0,WiFi,3.7076418,5,Low,0,0,0,0,0,Moderate,0,Safe,2017,1,4,Wednesday,3.7076418,0,1,0,0,1,0,0,0
2017-01-04 05:00:00,Mobile,0,1,Low,1,0,0,3,1,0,Weak,0,0,None,13-16,US,0,Cellular,5.635721,4,Low,0,0,0,0,0,Moderate,1,Neutral,2017,1,5,Wednesday,5.635721,0,0,0,0,1,0,1,0
2017-01-04 06:00:00,Mobile,0,1,Low,0,0,0,0,1,0,Weak,0,0,High,13-16,US,0,Cellular,1.1825645,6,Low,0,0,0,0,0,Low,0,Neutral,2017,1,6,Wednesday,1.1825645,0,0,0,0,0,2,1,0
2017-01-04 07:00:00,Mobile,0,0,Low,0,0,0,2,1,0,Weak,0,0,None,13-16,US,0,Ethernet,5.7087426,5,Low,0,0,0,0,0,Moderate,0,Safe,2017,1,7,Wednesday,5.7087426,0,0,0,0,1,0,0,0
2017-01-04 08:00:00,Tablet,0,0,Medium,1,0,1,1,1,0,Weak,0,0,None,<13,US,0,WiFi,0.7882238,3,High,0,0,0,0,0,Low,0,Safe,2017,1,8,Wednesday,0.7882238,0,0,1,2,0,0,0,1
2017-01-04 09:00:00,Mobile,0,0,Low,0,0,0,1,2,0,Weak,0,0,High,17-19,US,0,Cellular,2.6653016,1,Low,0,0,0,0,0,Low,0,Safe,2017,1,9,Wednesday,2.6653016,0,0,0,0,0,2,0,0
2017-01-04 10:00:00,Mobile,0,1,Medium,0,0,0,1,1,0,Moderate,0,1,None,13-16,US,1,Other,3.8243985,3,Low,0,0,0,0,0,Moderate,0,Safe,2017,1,10,Wednesday,3.8243985,0,1,1,0,1,0,0,0
2017-01-04 11:00:00,Mobile,0,0,Low,0,0,0,2,1,0,Weak,0,0,None,13-16,ASIA,0,WiFi,1.8164247,2,Low,0,0,0,0,0,Low,1,Safe,2017,1,11,Wednesday,1.8164247,0,0,0,0,0,0,0,0
2017-01-04 12:00:00,Mobile,0,0,Medium,0,0,0,2,1,0,Weak,0,0,None,13-16,US,0,Cellular,1.3209097,4,Medium,0,0,0,1,0,Low,0,Safe,2017,1,12,Wednesday,1.3209097,0,0,1,1,0,0,0,0
2017-01-04 13:00:00,Mobile,0,0,Low,0,0,0,4,1,1,Weak,0,0,None,13-16,Other,0,Cellular,5.078015,4,Low,0,0,0,0,1,Low,1,Safe,2017,1,13,Wednesday,5.078015,0,0,0,0,0,0,0,0
2017-01-04 14:00:00,Laptop,0,1,Low,0,0,0,1,2,0,Weak,0,0,None,13-16,ASIA,0,WiFi,3.1305091,3,Low,0,0,0,1,0,Low,0,Safe,2017,1,14,Wednesday,3.1305091,0,0,0,0,0,0,0,0
2017-01-04 15:00:00,Mobile,0,1,Medium,0,0,0,4,1,0,Weak,0,0,Low,13-16,US,1,Ethernet,0.45370334,4,Low,0,0,0,0,0,Moderate,0,Neutral,2017,1,15,Wednesday,0.45370334,0,0,1,0,1,1,1,0
2017-01-04 16:00:00,Tablet,0,1,Low,0,0,1,2,1,0,Weak,0,0,None,17-19,US,0,Cellular,3.2822778,4,Low,1,0,0,0,0,High,0,Neutral,2017,1,16,Wednesday,3.2822778,0,0,0,0,2,0,1,0
2017-01-04 17:00:00,Mobile,0,0,Low,0,0,0,1,1,0,Weak,0,0,None,17-19,EU,0,Cellular,1.9622111,2,Low,0,1,0,0,0,Moderate,0,Neutral,2017,1,17,Wednesday,1.9622111,0,0,0,0,1,0,1,0
2017-01-04 18:00:00,Mobile,0,0,Medium,0,0,0,2,1,0,Weak,0,0,None,13-16,EU,0,WiFi,0.6816417,0,Low,0,0,0,0,0,Low,0,Neutral,2017,1,18,Wednesday,0.6816417,0,0,1,0,0,0,1,0
2017-01-04 19:00:00,Laptop,0,0,Low,0,0,0,2,5,0,Weak,0,0,Low,17-19,ASIA,0,WiFi,1.1106759,2,Low,0,0,0,0,0,Low,0,Risky,2017,1,19,Wednesday,1.1106759,0,0,0,0,0,1,2,0
2017-01-04 20:00:00,Laptop,1,0,Low,0,0,0,2,1,0,Weak,0,0,None,13-16,US,1,WiFi,1.2943683,0,Low,0,0,0,0,0,Moderate,0,Safe,2017,1,20,Wednesday,1.2943683,0,0,0,0,1,0,0,0
2017-01-04 21:00:00,Mobile,0,0,Low,0,0,0,2,2,1,Weak,0,0,Low,13-16,US,0,WiFi,1.5529296,3,Low,0,0,0,0,0,Low,0,Safe,2017,1,21,Wednesday,1.5529296,0,0,0,0,0,1,0,0
2017-01-04 22:00:00,Laptop,0,0,Low,0,0,0,3,3,1,Weak,0,0,None,17-19,US,0,WiFi,4.1034913,2,Medium,1,0,0,0,0,Moderate,0,Safe,2017,1,22,Wednesday,4.1034913,0,0,0,1,1,0,0,0
2017-01-04 23:00:00,Mobile,0,0,Low,0,0,0,4,3,0,Weak,0,0,None,13-16,US,0,Ethernet,0.5102852,2,Low,0,0,0,0,0,Low,0,Neutral,2017,1,23,Wednesday,0.5102852,0,0,0,0,0,0,1,0
2017-01-05 00:00:00,Mobile,0,0,Low,1,0,0,1,1,1,Weak,0,0,None,13-16,ASIA,0,Cellular,2.7982993,0,Low,0,0,0,0,0,Moderate,1,Safe,2017,1,0,Thursday,2.7982993,0,0,0,0,1,0,0,0
2017-01-05 01:00:00,Mobile,0,1,Low,1,0,0,5,5,0,Weak,0,0,None,13-16,US,0,WiFi,6.734331,1,Low,0,0,0,1,1,Low,0,Safe,2017,1,1,Thursday,6.734331,0,0,0,0,0,0,0,0
2017-01-05 02:00:00,Mobile,0,0,Low,0,0,0,2,2,0,Weak,0,0,High,13-16,EU,0,WiFi,0.41352975,2,Medium,0,1,0,1,0,High,0,Risky,2017,1,2,Thursday,0.41352975,0,0,0,1,2,2,2,0
2017-01-05 03:00:00,Mobile,0,0,Low,0,0,0,2,1,0,Weak,0,0,None,17-19,US,1,Cellular,0.58939683,2,High,0,0,0,0,0,Moderate,1,Neutral,2017,1,3,Thursday,0.58939683,0,0,0,2,1,0,1,0
2017-01-05 04:00:00,Mobile,0,0,Medium,0,0,0,0,1,0,Weak,0,0,None,13-16,ASIA,0,WiFi,3.1726847,3,Low,0,0,0,0,0,Low,0,Neutral,2017,1,4,Thursday,3.1726847,0,0,1,0,0,0,1,0
2017-01-05 05:00:00,Mobile,0,0,Low,0,0,0,1,4,1,Weak,0,0,Low,13-16,EU,0,WiFi,1.8204994,3,Low,0,0,0,0,0,Low,0,Safe,2017,1,5,Thursday,1.8204994,0,0,0,0,0,1,0,0
2017-01-05 06:00:00,Mobile,0,0,High,0,0,1,2,3,0,Weak,0,0,None,13-16,US,1,WiFi,2.2172496,6,Low,0,0,0,0,0,High,0,Neutral,2017,1,6,Thursday,2.2172496,0,0,2,0,2,0,1,0
2017-01-05 07:00:00,Mobile,0,0,Medium,1,0,0,3,1,0,Moderate,0,0,None,13-16,US,0,WiFi,0.46998855,5,Low,0,0,0,0,1,Low,1,Safe,2017,1,7,Thursday,0.46998855,0,1,1,0,0,0,0,0
